Notes	State	State Code	Year	Year Code	Age Group	Age Group Code	Gender	Gender Code	Cause of death	Cause of death Code	Deaths	Population	Crude Rate
	California	6	2014	2014	75-84 years	75-84	Male	M	"Biliary tract, unspecified - Malignant neoplasms"	C24.9	13	637009	2.0 (Unreliable)
	California	6	2014	2014	75-84 years	75-84	Male	M	"Pancreas, unspecified - Malignant neoplasms"	C25.9	525	637009	82.4
	California	6	2014	2014	75-84 years	75-84	Male	M	Ill-defined sites within the digestive system - Malignant neoplasms	C26.9	25	637009	3.9
	California	6	2014	2014	75-84 years	75-84	Male	M	"Larynx, unspecified - Malignant neoplasms"	C32.9	44	637009	6.9
	California	6	2014	2014	75-84 years	75-84	Male	M	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	1878	637009	294.8
	California	6	2014	2014	75-84 years	75-84	Male	M	Malignant melanoma of scalp and neck - Malignant neoplasms	C43.4	15	637009	2.4 (Unreliable)
	California	6	2014	2014	75-84 years	75-84	Male	M	Malignant melanoma of trunk - Malignant neoplasms	C43.5	18	637009	2.8 (Unreliable)
	California	6	2014	2014	75-84 years	75-84	Male	M	"Malignant melanoma of upper limb, including shoulder - Malignant neoplasms"	C43.6	10	637009	1.6 (Unreliable)
	California	6	2014	2014	75-84 years	75-84	Male	M	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	C43.9	100	637009	15.7
	California	6	2014	2014	75-84 years	75-84	Male	M	Skin of scalp and neck - Malignant neoplasms	C44.4	25	637009	3.9
	California	6	2014	2014	75-84 years	75-84	Male	M	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	C44.9	33	637009	5.2
	California	6	2014	2014	75-84 years	75-84	Male	M	"Penis, unspecified - Malignant neoplasms"	C60.9	13	637009	2.0 (Unreliable)
	California	6	2014	2014	75-84 years	75-84	Male	M	Malignant neoplasm of prostate	C61	1075	637009	168.8
	California	6	2014	2014	75-84 years	75-84	Male	M	"Malignant neoplasm of kidney, except renal pelvis"	C64	211	637009	33.1
	California	6	2014	2014	75-84 years	75-84	Male	M	"Bladder, unspecified - Malignant neoplasms"	C67.9	367	637009	57.6
	California	6	2014	2014	75-84 years	75-84	Male	M	"Brain, unspecified - Malignant neoplasms"	C71.9	175	637009	27.5
	California	6	2014	2014	75-84 years	75-84	Male	M	Malignant neoplasm of thyroid gland	C73	29	637009	4.6
	California	6	2014	2014	75-84 years	75-84	Male	M	"Hodgkin disease, unspecified"	C81.9	16	637009	2.5 (Unreliable)
	California	6	2014	2014	75-84 years	75-84	Male	M	Non-Hodgkin lymphoma small cleaved cell (diffuse)	C83.1	30	637009	4.7
	California	6	2014	2014	75-84 years	75-84	Male	M	Non-Hodgkin lymphoma large cell (diffuse)	C83.3	64	637009	10
	California	6	2014	2014	75-84 years	75-84	Male	M	Other and unspecified T-cell lymphomas - Malignant neoplasms	C84.5	13	637009	2.0 (Unreliable)
	California	6	2014	2014	75-84 years	75-84	Male	M	"B-cell lymphoma, unspecified - Malignant neoplasms"	C85.1	41	637009	6.4
	California	6	2014	2014	75-84 years	75-84	Male	M	"Non-Hodgkin lymphoma, unspecified type"	C85.9	195	637009	30.6
	California	6	2014	2014	75-84 years	75-84	Male	M	Multiple myeloma - Malignant neoplasms	C90.0	216	637009	33.9
	California	6	2014	2014	75-84 years	75-84	Male	M	Acute lymphoblastic leukaemia - Malignant neoplasms	C91.0	14	637009	2.2 (Unreliable)
	California	6	2014	2014	75-84 years	75-84	Male	M	Chronic lymphocytic leukaemia - Malignant neoplasms	C91.1	84	637009	13.2
	California	6	2014	2014	75-84 years	75-84	Male	M	Acute myeloid leukaemia - Malignant neoplasms	C92.0	166	637009	26.1
	California	6	2014	2014	75-84 years	75-84	Male	M	Chronic myeloid leukaemia - Malignant neoplasms	C92.1	22	637009	3.5
	California	6	2014	2014	75-84 years	75-84	Male	M	Other myeloid leukaemia - Malignant neoplasms	C92.7	15	637009	2.4 (Unreliable)
	California	6	2014	2014	75-84 years	75-84	Male	M	Acute leukaemia of unspecified cell type - Malignant neoplasms	C95.0	29	637009	4.6
	California	6	2014	2014	75-84 years	75-84	Male	M	"Leukaemia, unspecified - Malignant neoplasms"	C95.9	37	637009	5.8
	California	6	2014	2014	85+ years	85+	Female	F	"Tongue, unspecified - Malignant neoplasms"	C02.9	25	440113	5.7
	California	6	2014	2014	85+ years	85+	Female	F	"Mouth, unspecified - Malignant neoplasms"	C06.9	17	440113	3.9 (Unreliable)
	California	6	2014	2014	85+ years	85+	Female	F	Malignant neoplasm of parotid gland	C07	11	440113	2.5 (Unreliable)
	California	6	2014	2014	85+ years	85+	Female	F	"Oesophagus, unspecified - Malignant neoplasms"	C15.9	63	440113	14.3
	California	6	2014	2014	85+ years	85+	Female	F	"Stomach, unspecified - Malignant neoplasms"	C16.9	149	440113	33.9
	California	6	2014	2014	85+ years	85+	Female	F	Duodenum - Malignant neoplasms	C17.0	15	440113	3.4 (Unreliable)
	California	6	2014	2014	85+ years	85+	Female	F	Ascending colon - Malignant neoplasms	C18.2	12	440113	2.7 (Unreliable)
	California	6	2014	2014	85+ years	85+	Female	F	"Colon, unspecified - Malignant neoplasms"	C18.9	553	440113	125.6
	California	6	2014	2014	85+ years	85+	Female	F	Malignant neoplasm of rectosigmoid junction	C19	29	440113	6.6
	California	6	2014	2014	85+ years	85+	Female	F	Malignant neoplasm of rectum	C20	77	440113	17.5
	California	6	2014	2014	85+ years	85+	Female	F	Liver cell carcinoma - Malignant neoplasms	C22.0	39	440113	8.9
	California	6	2014	2014	85+ years	85+	Female	F	Intrahepatic bile duct carcinoma - Malignant neoplasms	C22.1	59	440113	13.4
	California	6	2014	2014	85+ years	85+	Female	F	"Liver, unspecified - Malignant neoplasms"	C22.9	95	440113	21.6
	California	6	2014	2014	85+ years	85+	Female	F	Malignant neoplasm of gallbladder	C23	36	440113	8.2
	California	6	2014	2014	85+ years	85+	Female	F	"Biliary tract, unspecified - Malignant neoplasms"	C24.9	13	440113	3.0 (Unreliable)
	California	6	2014	2014	85+ years	85+	Female	F	"Pancreas, unspecified - Malignant neoplasms"	C25.9	470	440113	106.8
	California	6	2014	2014	85+ years	85+	Female	F	"Intestinal tract, part unspecified - Malignant neoplasms"	C26.0	16	440113	3.6 (Unreliable)
	California	6	2014	2014	85+ years	85+	Female	F	Ill-defined sites within the digestive system - Malignant neoplasms	C26.9	22	440113	5
	California	6	2014	2014	85+ years	85+	Female	F	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	1070	440113	243.1
	California	6	2014	2014	85+ years	85+	Female	F	"Bone and articular cartilage, unspecified - Malignant neoplasms"	C41.9	11	440113	2.5 (Unreliable)
	California	6	2014	2014	85+ years	85+	Female	F	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	C43.9	38	440113	8.6
	California	6	2014	2014	85+ years	85+	Female	F	Skin of other and unspecified parts of face - Malignant neoplasms	C44.3	14	440113	3.2 (Unreliable)
	California	6	2014	2014	85+ years	85+	Female	F	Skin of scalp and neck - Malignant neoplasms	C44.4	20	440113	4.5
	California	6	2014	2014	85+ years	85+	Female	F	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	C44.9	18	440113	4.1 (Unreliable)
	California	6	2014	2014	85+ years	85+	Female	F	"Breast, unspecified - Malignant neoplasms"	C50.9	723	440113	164.3
	California	6	2014	2014	85+ years	85+	Female	F	"Vulva, unspecified - Malignant neoplasms"	C51.9	29	440113	6.6
	California	6	2014	2014	85+ years	85+	Female	F	"Cervix uteri, unspecified - Malignant neoplasms"	C53.9	31	440113	7
	California	6	2014	2014	85+ years	85+	Female	F	Endometrium - Malignant neoplasms	C54.1	44	440113	10
	California	6	2014	2014	85+ years	85+	Female	F	"Malignant neoplasm of uterus, part unspecified"	C55	77	440113	17.5
	California	6	2014	2014	85+ years	85+	Female	F	Malignant neoplasm of ovary	C56	209	440113	47.5
	California	6	2014	2014	85+ years	85+	Female	F	"Malignant neoplasm of kidney, except renal pelvis"	C64	97	440113	22
	California	6	2014	2014	85+ years	85+	Female	F	"Bladder, unspecified - Malignant neoplasms"	C67.9	148	440113	33.6
	California	6	2014	2014	85+ years	85+	Female	F	"Brain, unspecified - Malignant neoplasms"	C71.9	88	440113	20
	California	6	2014	2014	85+ years	85+	Female	F	Malignant neoplasm of thyroid gland	C73	30	440113	6.8
	California	6	2014	2014	85+ years	85+	Female	F	Non-Hodgkin lymphoma large cell (diffuse)	C83.3	34	440113	7.7
	California	6	2014	2014	85+ years	85+	Female	F	"B-cell lymphoma, unspecified - Malignant neoplasms"	C85.1	28	440113	6.4
	California	6	2014	2014	85+ years	85+	Female	F	"Non-Hodgkin lymphoma, unspecified type"	C85.9	146	440113	33.2
	California	6	2014	2014	85+ years	85+	Female	F	Multiple myeloma - Malignant neoplasms	C90.0	113	440113	25.7
	California	6	2014	2014	85+ years	85+	Female	F	Acute lymphoblastic leukaemia - Malignant neoplasms	C91.0	16	440113	3.6 (Unreliable)
	California	6	2014	2014	85+ years	85+	Female	F	Chronic lymphocytic leukaemia - Malignant neoplasms	C91.1	81	440113	18.4
	California	6	2014	2014	85+ years	85+	Female	F	Acute myeloid leukaemia - Malignant neoplasms	C92.0	84	440113	19.1
	California	6	2014	2014	85+ years	85+	Female	F	Chronic myeloid leukaemia - Malignant neoplasms	C92.1	21	440113	4.8
	California	6	2014	2014	85+ years	85+	Female	F	Acute leukaemia of unspecified cell type - Malignant neoplasms	C95.0	18	440113	4.1 (Unreliable)
	California	6	2014	2014	85+ years	85+	Female	F	"Leukaemia, unspecified - Malignant neoplasms"	C95.9	35	440113	8
	California	6	2014	2014	85+ years	85+	Male	M	"Tongue, unspecified - Malignant neoplasms"	C02.9	18	246626	7.3 (Unreliable)
	California	6	2014	2014	85+ years	85+	Male	M	Malignant neoplasm of parotid gland	C07	10	246626	4.1 (Unreliable)
	California	6	2014	2014	85+ years	85+	Male	M	"Oropharynx, unspecified - Malignant neoplasms"	C10.9	10	246626	4.1 (Unreliable)
	California	6	2014	2014	85+ years	85+	Male	M	"Pharynx, unspecified - Malignant neoplasms"	C14.0	12	246626	4.9 (Unreliable)
	California	6	2014	2014	85+ years	85+	Male	M	"Oesophagus, unspecified - Malignant neoplasms"	C15.9	122	246626	49.5
	California	6	2014	2014	85+ years	85+	Male	M	"Stomach, unspecified - Malignant neoplasms"	C16.9	140	246626	56.8
	California	6	2014	2014	85+ years	85+	Male	M	Ascending colon - Malignant neoplasms	C18.2	10	246626	4.1 (Unreliable)
	California	6	2014	2014	85+ years	85+	Male	M	"Colon, unspecified - Malignant neoplasms"	C18.9	387	246626	156.9
	California	6	2014	2014	85+ years	85+	Male	M	Malignant neoplasm of rectosigmoid junction	C19	19	246626	7.7 (Unreliable)
	California	6	2014	2014	85+ years	85+	Male	M	Malignant neoplasm of rectum	C20	57	246626	23.1
	California	6	2014	2014	85+ years	85+	Male	M	Liver cell carcinoma - Malignant neoplasms	C22.0	52	246626	21.1
	California	6	2014	2014	85+ years	85+	Male	M	Intrahepatic bile duct carcinoma - Malignant neoplasms	C22.1	44	246626	17.8
	California	6	2014	2014	85+ years	85+	Male	M	"Liver, unspecified - Malignant neoplasms"	C22.9	71	246626	28.8
	California	6	2014	2014	85+ years	85+	Male	M	"Pancreas, unspecified - Malignant neoplasms"	C25.9	316	246626	128.1
	California	6	2014	2014	85+ years	85+	Male	M	Ill-defined sites within the digestive system - Malignant neoplasms	C26.9	12	246626	4.9 (Unreliable)
	California	6	2014	2014	85+ years	85+	Male	M	"Larynx, unspecified - Malignant neoplasms"	C32.9	33	246626	13.4
	California	6	2014	2014	85+ years	85+	Male	M	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	967	246626	392.1
	California	6	2014	2014	85+ years	85+	Male	M	"Bone and articular cartilage, unspecified - Malignant neoplasms"	C41.9	10	246626	4.1 (Unreliable)
	California	6	2014	2014	85+ years	85+	Male	M	Malignant melanoma of scalp and neck - Malignant neoplasms	C43.4	15	246626	6.1 (Unreliable)
	California	6	2014	2014	85+ years	85+	Male	M	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	C43.9	78	246626	31.6
	California	6	2014	2014	85+ years	85+	Male	M	Skin of other and unspecified parts of face - Malignant neoplasms	C44.3	13	246626	5.3 (Unreliable)
	California	6	2014	2014	85+ years	85+	Male	M	Skin of scalp and neck - Malignant neoplasms	C44.4	26	246626	10.5
	California	6	2014	2014	85+ years	85+	Male	M	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	C44.9	30	246626	12.2
	California	6	2014	2014	85+ years	85+	Male	M	Malignant neoplasm of prostate	C61	1159	246626	469.9
	California	6	2014	2014	85+ years	85+	Male	M	"Malignant neoplasm of kidney, except renal pelvis"	C64	137	246626	55.5
	California	6	2014	2014	85+ years	85+	Male	M	"Bladder, unspecified - Malignant neoplasms"	C67.9	358	246626	145.2
	California	6	2014	2014	85+ years	85+	Male	M	"Brain, unspecified - Malignant neoplasms"	C71.9	70	246626	28.4
	California	6	2014	2014	85+ years	85+	Male	M	Malignant neoplasm of thyroid gland	C73	17	246626	6.9 (Unreliable)
	California	6	2014	2014	85+ years	85+	Male	M	Non-Hodgkin lymphoma small cleaved cell (diffuse)	C83.1	10	246626	4.1 (Unreliable)
	California	6	2014	2014	85+ years	85+	Male	M	Non-Hodgkin lymphoma large cell (diffuse)	C83.3	25	246626	10.1
	California	6	2014	2014	85+ years	85+	Male	M	"B-cell lymphoma, unspecified - Malignant neoplasms"	C85.1	37	246626	15
	California	6	2014	2014	85+ years	85+	Male	M	"Non-Hodgkin lymphoma, unspecified type"	C85.9	138	246626	56
	California	6	2014	2014	85+ years	85+	Male	M	Multiple myeloma - Malignant neoplasms	C90.0	93	246626	37.7
	California	6	2014	2014	85+ years	85+	Male	M	Chronic lymphocytic leukaemia - Malignant neoplasms	C91.1	85	246626	34.5
	California	6	2014	2014	85+ years	85+	Male	M	Acute myeloid leukaemia - Malignant neoplasms	C92.0	89	246626	36.1
	California	6	2014	2014	85+ years	85+	Male	M	Chronic myeloid leukaemia - Malignant neoplasms	C92.1	12	246626	4.9 (Unreliable)
	California	6	2014	2014	85+ years	85+	Male	M	Acute leukaemia of unspecified cell type - Malignant neoplasms	C95.0	15	246626	6.1 (Unreliable)
	California	6	2014	2014	85+ years	85+	Male	M	"Leukaemia, unspecified - Malignant neoplasms"	C95.9	28	246626	11.4
	California	6	2015	2015	10-14 years	Oct-14	Female	F	"Brain, unspecified - Malignant neoplasms"	C71.9	11	1236509	0.9 (Unreliable)
	California	6	2015	2015	15-19 years	15-19	Male	M	"Brain, unspecified - Malignant neoplasms"	C71.9	11	1329209	0.8 (Unreliable)
	California	6	2015	2015	20-24 years	20-24	Male	M	Acute lymphoblastic leukaemia - Malignant neoplasms	C91.0	12	1490390	0.8 (Unreliable)
	California	6	2015	2015	25-34 years	25-34	Female	F	"Stomach, unspecified - Malignant neoplasms"	C16.9	10	2828166	0.4 (Unreliable)
	California	6	2015	2015	25-34 years	25-34	Female	F	"Colon, unspecified - Malignant neoplasms"	C18.9	15	2828166	0.5 (Unreliable)
	California	6	2015	2015	25-34 years	25-34	Female	F	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	13	2828166	0.5 (Unreliable)
	California	6	2015	2015	25-34 years	25-34	Female	F	"Breast, unspecified - Malignant neoplasms"	C50.9	35	2828166	1.2
	California	6	2015	2015	25-34 years	25-34	Female	F	"Cervix uteri, unspecified - Malignant neoplasms"	C53.9	30	2828166	1.1
	California	6	2015	2015	25-34 years	25-34	Female	F	Malignant neoplasm of ovary	C56	10	2828166	0.4 (Unreliable)
	California	6	2015	2015	25-34 years	25-34	Female	F	"Brain, unspecified - Malignant neoplasms"	C71.9	21	2828166	0.7
	California	6	2015	2015	25-34 years	25-34	Female	F	Acute myeloid leukaemia - Malignant neoplasms	C92.0	12	2828166	0.4 (Unreliable)
	California	6	2015	2015	25-34 years	25-34	Male	M	"Colon, unspecified - Malignant neoplasms"	C18.9	18	2982081	0.6 (Unreliable)
	California	6	2015	2015	25-34 years	25-34	Male	M	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	11	2982081	0.4 (Unreliable)
	California	6	2015	2015	25-34 years	25-34	Male	M	"Bone and articular cartilage, unspecified - Malignant neoplasms"	C41.9	10	2982081	0.3 (Unreliable)
	California	6	2015	2015	25-34 years	25-34	Male	M	"Testis, unspecified - Malignant neoplasms"	C62.9	23	2982081	0.8
	California	6	2015	2015	25-34 years	25-34	Male	M	"Brain, unspecified - Malignant neoplasms"	C71.9	20	2982081	0.7
	California	6	2015	2015	25-34 years	25-34	Male	M	Acute lymphoblastic leukaemia - Malignant neoplasms	C91.0	18	2982081	0.6 (Unreliable)
	California	6	2015	2015	25-34 years	25-34	Male	M	Acute myeloid leukaemia - Malignant neoplasms	C92.0	11	2982081	0.4 (Unreliable)
	California	6	2015	2015	35-44 years	35-44	Female	F	"Stomach, unspecified - Malignant neoplasms"	C16.9	37	2567589	1.4
	California	6	2015	2015	35-44 years	35-44	Female	F	"Colon, unspecified - Malignant neoplasms"	C18.9	55	2567589	2.1
	California	6	2015	2015	35-44 years	35-44	Female	F	Malignant neoplasm of rectum	C20	15	2567589	0.6 (Unreliable)
	California	6	2015	2015	35-44 years	35-44	Female	F	Intrahepatic bile duct carcinoma - Malignant neoplasms	C22.1	13	2567589	0.5 (Unreliable)
	California	6	2015	2015	35-44 years	35-44	Female	F	"Pancreas, unspecified - Malignant neoplasms"	C25.9	16	2567589	0.6 (Unreliable)
	California	6	2015	2015	35-44 years	35-44	Female	F	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	34	2567589	1.3
	California	6	2015	2015	35-44 years	35-44	Female	F	"Breast, unspecified - Malignant neoplasms"	C50.9	226	2567589	8.8
	California	6	2015	2015	35-44 years	35-44	Female	F	"Cervix uteri, unspecified - Malignant neoplasms"	C53.9	74	2567589	2.9
	California	6	2015	2015	35-44 years	35-44	Female	F	"Malignant neoplasm of uterus, part unspecified"	C55	14	2567589	0.5 (Unreliable)
	California	6	2015	2015	35-44 years	35-44	Female	F	Malignant neoplasm of ovary	C56	46	2567589	1.8
	California	6	2015	2015	35-44 years	35-44	Female	F	"Brain, unspecified - Malignant neoplasms"	C71.9	31	2567589	1.2
	California	6	2015	2015	35-44 years	35-44	Female	F	Acute myeloid leukaemia - Malignant neoplasms	C92.0	17	2567589	0.7 (Unreliable)
	California	6	2015	2015	35-44 years	35-44	Male	M	"Nasopharynx, unspecified - Malignant neoplasms"	C11.9	10	2587785	0.4 (Unreliable)
	California	6	2015	2015	35-44 years	35-44	Male	M	"Oesophagus, unspecified - Malignant neoplasms"	C15.9	18	2587785	0.7 (Unreliable)
	California	6	2015	2015	35-44 years	35-44	Male	M	"Stomach, unspecified - Malignant neoplasms"	C16.9	40	2587785	1.5
	California	6	2015	2015	35-44 years	35-44	Male	M	"Colon, unspecified - Malignant neoplasms"	C18.9	48	2587785	1.9
	California	6	2015	2015	35-44 years	35-44	Male	M	Liver cell carcinoma - Malignant neoplasms	C22.0	12	2587785	0.5 (Unreliable)
	California	6	2015	2015	35-44 years	35-44	Male	M	"Liver, unspecified - Malignant neoplasms"	C22.9	14	2587785	0.5 (Unreliable)
	California	6	2015	2015	35-44 years	35-44	Male	M	"Pancreas, unspecified - Malignant neoplasms"	C25.9	26	2587785	1
	California	6	2015	2015	35-44 years	35-44	Male	M	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	36	2587785	1.4
	California	6	2015	2015	35-44 years	35-44	Male	M	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	C43.9	14	2587785	0.5 (Unreliable)
	California	6	2015	2015	35-44 years	35-44	Male	M	"Malignant neoplasm of kidney, except renal pelvis"	C64	16	2587785	0.6 (Unreliable)
	California	6	2015	2015	35-44 years	35-44	Male	M	"Brain, unspecified - Malignant neoplasms"	C71.9	63	2587785	2.4
	California	6	2015	2015	35-44 years	35-44	Male	M	Acute lymphoblastic leukaemia - Malignant neoplasms	C91.0	13	2587785	0.5 (Unreliable)
	California	6	2015	2015	35-44 years	35-44	Male	M	Acute myeloid leukaemia - Malignant neoplasms	C92.0	14	2587785	0.5 (Unreliable)
	California	6	2015	2015	45-54 years	45-54	Female	F	"Oesophagus, unspecified - Malignant neoplasms"	C15.9	10	2615946	0.4 (Unreliable)
	California	6	2015	2015	45-54 years	45-54	Female	F	"Stomach, unspecified - Malignant neoplasms"	C16.9	72	2615946	2.8
	California	6	2015	2015	45-54 years	45-54	Female	F	Appendix - Malignant neoplasms	C18.1	10	2615946	0.4 (Unreliable)
	California	6	2015	2015	45-54 years	45-54	Female	F	"Colon, unspecified - Malignant neoplasms"	C18.9	169	2615946	6.5
	California	6	2015	2015	45-54 years	45-54	Female	F	Malignant neoplasm of rectosigmoid junction	C19	23	2615946	0.9
	California	6	2015	2015	45-54 years	45-54	Female	F	Malignant neoplasm of rectum	C20	26	2615946	1
	California	6	2015	2015	45-54 years	45-54	Female	F	Liver cell carcinoma - Malignant neoplasms	C22.0	15	2615946	0.6 (Unreliable)
	California	6	2015	2015	45-54 years	45-54	Female	F	Intrahepatic bile duct carcinoma - Malignant neoplasms	C22.1	29	2615946	1.1
	California	6	2015	2015	45-54 years	45-54	Female	F	"Liver, unspecified - Malignant neoplasms"	C22.9	25	2615946	1
	California	6	2015	2015	45-54 years	45-54	Female	F	Malignant neoplasm of gallbladder	C23	12	2615946	0.5 (Unreliable)
	California	6	2015	2015	45-54 years	45-54	Female	F	"Pancreas, unspecified - Malignant neoplasms"	C25.9	106	2615946	4.1
	California	6	2015	2015	45-54 years	45-54	Female	F	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	248	2615946	9.5
	California	6	2015	2015	45-54 years	45-54	Female	F	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	C43.9	21	2615946	0.8
	California	6	2015	2015	45-54 years	45-54	Female	F	"Breast, unspecified - Malignant neoplasms"	C50.9	639	2615946	24.4
	California	6	2015	2015	45-54 years	45-54	Female	F	"Cervix uteri, unspecified - Malignant neoplasms"	C53.9	102	2615946	3.9
	California	6	2015	2015	45-54 years	45-54	Female	F	Endometrium - Malignant neoplasms	C54.1	32	2615946	1.2
	California	6	2015	2015	45-54 years	45-54	Female	F	"Malignant neoplasm of uterus, part unspecified"	C55	65	2615946	2.5
	California	6	2015	2015	45-54 years	45-54	Female	F	Malignant neoplasm of ovary	C56	170	2615946	6.5
	California	6	2015	2015	45-54 years	45-54	Female	F	"Malignant neoplasm of kidney, except renal pelvis"	C64	21	2615946	0.8
	California	6	2015	2015	45-54 years	45-54	Female	F	"Bladder, unspecified - Malignant neoplasms"	C67.9	13	2615946	0.5 (Unreliable)
	California	6	2015	2015	45-54 years	45-54	Female	F	"Brain, unspecified - Malignant neoplasms"	C71.9	84	2615946	3.2
	California	6	2015	2015	45-54 years	45-54	Female	F	Malignant neoplasm of thyroid gland	C73	12	2615946	0.5 (Unreliable)
	California	6	2015	2015	45-54 years	45-54	Female	F	"Non-Hodgkin lymphoma, unspecified type"	C85.9	14	2615946	0.5 (Unreliable)
	California	6	2015	2015	45-54 years	45-54	Female	F	Multiple myeloma - Malignant neoplasms	C90.0	25	2615946	1
	California	6	2015	2015	45-54 years	45-54	Female	F	Acute lymphoblastic leukaemia - Malignant neoplasms	C91.0	11	2615946	0.4 (Unreliable)
	California	6	2015	2015	45-54 years	45-54	Female	F	Acute myeloid leukaemia - Malignant neoplasms	C92.0	38	2615946	1.5
	California	6	2015	2015	45-54 years	45-54	Male	M	"Tongue, unspecified - Malignant neoplasms"	C02.9	23	2596533	0.9
	California	6	2015	2015	45-54 years	45-54	Male	M	"Tonsil, unspecified - Malignant neoplasms"	C09.9	16	2596533	0.6 (Unreliable)
	California	6	2015	2015	45-54 years	45-54	Male	M	"Nasopharynx, unspecified - Malignant neoplasms"	C11.9	20	2596533	0.8
	California	6	2015	2015	45-54 years	45-54	Male	M	"Oesophagus, unspecified - Malignant neoplasms"	C15.9	77	2596533	3
	California	6	2015	2015	45-54 years	45-54	Male	M	"Stomach, unspecified - Malignant neoplasms"	C16.9	88	2596533	3.4
	California	6	2015	2015	45-54 years	45-54	Male	M	"Colon, unspecified - Malignant neoplasms"	C18.9	190	2596533	7.3
	California	6	2015	2015	45-54 years	45-54	Male	M	Malignant neoplasm of rectosigmoid junction	C19	24	2596533	0.9
	California	6	2015	2015	45-54 years	45-54	Male	M	Malignant neoplasm of rectum	C20	54	2596533	2.1
	California	6	2015	2015	45-54 years	45-54	Male	M	Liver cell carcinoma - Malignant neoplasms	C22.0	88	2596533	3.4
	California	6	2015	2015	45-54 years	45-54	Male	M	Intrahepatic bile duct carcinoma - Malignant neoplasms	C22.1	28	2596533	1.1
	California	6	2015	2015	45-54 years	45-54	Male	M	"Liver, unspecified - Malignant neoplasms"	C22.9	73	2596533	2.8
	California	6	2015	2015	45-54 years	45-54	Male	M	"Pancreas, unspecified - Malignant neoplasms"	C25.9	145	2596533	5.6
	California	6	2015	2015	45-54 years	45-54	Male	M	Ill-defined sites within the digestive system - Malignant neoplasms	C26.9	11	2596533	0.4 (Unreliable)
	California	6	2015	2015	45-54 years	45-54	Male	M	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	261	2596533	10.1
	California	6	2015	2015	45-54 years	45-54	Male	M	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	C43.9	33	2596533	1.3
	California	6	2015	2015	45-54 years	45-54	Male	M	Malignant neoplasm of prostate	C61	49	2596533	1.9
	California	6	2015	2015	45-54 years	45-54	Male	M	"Testis, unspecified - Malignant neoplasms"	C62.9	13	2596533	0.5 (Unreliable)
	California	6	2015	2015	45-54 years	45-54	Male	M	"Malignant neoplasm of kidney, except renal pelvis"	C64	84	2596533	3.2
	California	6	2015	2015	45-54 years	45-54	Male	M	"Bladder, unspecified - Malignant neoplasms"	C67.9	29	2596533	1.1
	California	6	2015	2015	45-54 years	45-54	Male	M	"Brain, unspecified - Malignant neoplasms"	C71.9	130	2596533	5
	California	6	2015	2015	45-54 years	45-54	Male	M	Malignant neoplasm of thyroid gland	C73	15	2596533	0.6 (Unreliable)
	California	6	2015	2015	45-54 years	45-54	Male	M	Non-Hodgkin lymphoma large cell (diffuse)	C83.3	17	2596533	0.7 (Unreliable)
	California	6	2015	2015	45-54 years	45-54	Male	M	"Non-Hodgkin lymphoma, unspecified type"	C85.9	46	2596533	1.8
	California	6	2015	2015	45-54 years	45-54	Male	M	Multiple myeloma - Malignant neoplasms	C90.0	39	2596533	1.5
	California	6	2015	2015	45-54 years	45-54	Male	M	Acute lymphoblastic leukaemia - Malignant neoplasms	C91.0	12	2596533	0.5 (Unreliable)
	California	6	2015	2015	45-54 years	45-54	Male	M	Acute myeloid leukaemia - Malignant neoplasms	C92.0	36	2596533	1.4
	California	6	2015	2015	55-64 years	55-64	Female	F	"Tongue, unspecified - Malignant neoplasms"	C02.9	19	2374825	0.8 (Unreliable)
	California	6	2015	2015	55-64 years	55-64	Female	F	"Oesophagus, unspecified - Malignant neoplasms"	C15.9	41	2374825	1.7
	California	6	2015	2015	55-64 years	55-64	Female	F	"Stomach, unspecified - Malignant neoplasms"	C16.9	118	2374825	5
	California	6	2015	2015	55-64 years	55-64	Female	F	Appendix - Malignant neoplasms	C18.1	17	2374825	0.7 (Unreliable)
	California	6	2015	2015	55-64 years	55-64	Female	F	"Colon, unspecified - Malignant neoplasms"	C18.9	288	2374825	12.1
	California	6	2015	2015	55-64 years	55-64	Female	F	Malignant neoplasm of rectosigmoid junction	C19	36	2374825	1.5
	California	6	2015	2015	55-64 years	55-64	Female	F	Malignant neoplasm of rectum	C20	60	2374825	2.5
